turn, name1, food1, attack1, health1, name2, food2, attack2, health2, name3, food3, attack3, health3, name4, food4, attack4, health4, name5, food5, attack5, health5
1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
